id,Affiliated Network,Fertility Clinic Name,Fertility Clinic Location Name,Full Address,City,Subdivision Code,Postal Code,Fertility Clinic Notes,Domain,Self - Pay Discount Rate (%),Point of Contact Email(s),Name
421,CCRM,CCRM,CCRM NJ / IRMS - Princeton,"8 Forrestal Road, Suite 206 ",Princeton,US-NJ,08540,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
423,CCRM,CCRM,CCRM Houston- Sugarland,"16545 Southwest Freeway, Ste 200 ",Sugarland,US-TX,77479,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
424,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"1800 Howell Mill Road, Suite 675 ",Atlanta,US-GA,30318,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
425,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"5909 Peachtree Dunwoody Rd, Suite 600 ",Atlanta,US-GA,30328,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
426,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"711 Canton Road, Suite 410 ",Marietta,US-GA,30060,"10% discount on self pay services provided by the clinic
",colocrm.com,10%,newreferrals@ccrmivf.com,
427,CCRM,CCRM,CCRM NJ / IRMS - Hoboken,"129 Washington Street, 4th Floor ",Hoboken,US-NJ,07030,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
428,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"5909 Peachtree Dunwoody Rd, Suite 600 ",Atlanta,US-GA,30328,"10% discount on self pay services provided by the clinic
",colocrm.com,10%,newreferrals@ccrmivf.com,
429,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"5909 Peachtree Dunwoody Rd, Suite 600 ",Atlanta,US-GA,30328,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
430,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"1800 Howell Mill Road, Suite 675 ",Atlanta,US-GA,30318,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
431,CCRM,CCRM,CCRM NJ / IRMS - Teaneck,"400 Frank W Burr Boulevard, Glenpointe, Suite 145 ",Teaneck,US-NJ,07666,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
432,CCRM,CCRM,CCRM NJ / IRMS - Teaneck,"400 Frank W Burr Boulevard, Glenpointe, Suite 145 ",Teaneck,US-NJ,07666,"10% discount on self pay services provided by the clinic
",ccrmny.com,10%,newreferrals@ccrmivf.com,
433,CCRM,CCRM,CCRM NJ / IRMS - Teaneck,"400 Frank W Burr Boulevard, Glenpointe, Suite 145 ",Teaneck,US-NJ,07666,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
434,CCRM,CCRM,CCRM Houston- Sugarland,"16545 Southwest Freeway, Ste 200 ",Sugarland,US-TX,77479,"10% discount on self pay services provided by the clinic
",ccrmny.com,10%,newreferrals@ccrmivf.com,
435,CCRM,CCRM,CCRM Houston- Sugarland,"16545 Southwest Freeway, Ste 200 ",Sugarland,US-TX,77479,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
437,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"711 Canton Road, Suite 410 ",Marietta,US-GA,30060,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
438,CCRM,CCRM,CCRM NJ / IRMS - Old Bridge,"2 Hospital Plaza, Suite 330 ",Old Bridge,US-NJ,08857,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
439,CCRM,CCRM,CCRM NJ / IRMS - Teaneck,"400 Frank W Burr Boulevard, Glenpointe, Suite 145 ",Teaneck,US-NJ,07666,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
440,CCRM,CCRM,CCRM Minneapolis,"6565 France Avenue South, Suite 400 ",Edina,US-MN,55435,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
441,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"1800 Howell Mill Road, Suite 675 ",Atlanta,US-GA,30318,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
442,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"5909 Peachtree Dunwoody Rd, Suite 600 ",Atlanta,US-GA,30328,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
443,CCRM,CCRM,CCRM NJ / IRMS - Teaneck,"400 Frank W Burr Boulevard, Glenpointe, Suite 145 ",Teaneck,US-NJ,07666,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
444,CCRM,CCRM,CCRM Houston- Sugarland,"16545 Southwest Freeway, Ste 200 ",Sugarland,US-TX,77479,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
445,CCRM,CCRM,CCRM Houston- Houston,"7400 Fannin, Suite 910 ",Houston,US-TX,77054,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
446,CCRM,CCRM,CCRM Houston- The Woodlands,"1001 Medical Plaza Drive, Ste 290 ",The Woodlands,US-TX,77380,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
447,CCRM,CCRM,CCRM Northern Virginia - Washington,"2120 L. Street NW, Ste 701 ",Washington,US-DC,Washington,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
448,CCRM,CCRM,CCRM NJ / IRMS - Teaneck,"400 Frank W Burr Boulevard, Glenpointe, Suite 145 ",Teaneck,US-NJ,07666,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
449,CCRM,CCRM,CCRM NJ / IRMS - Teaneck,"400 Frank W Burr Boulevard, Glenpointe, Suite 145 ",Teaneck,US-NJ,07666,"10% discount on self pay services provided by the clinic
",colocrm.com,10%,newreferrals@ccrmivf.com,
450,CCRM,CCRM,CCRM Minneapolis,"6565 France Avenue South, Suite 400 ",Edina,US-MN,55435,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
451,CCRM,CCRM,CCRM - Denver,"4600 Hale Parkway, Suite 490 ",Denver,US-CO,80220,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
452,CCRM,CCRM,CCRM Newport Beach,"3501 Jamboree Road, Suite 1100 ",Newport Beach,US-CA,92660,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
453,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"711 Canton Road, Suite 410 ",Marietta,US-GA,30060,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
454,CCRM,CCRM,CCRM Newport Beach,"3501 Jamboree Road, Suite 1100 ",Newport Beach,US-CA,92660,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
455,CCRM,CCRM,CCRM Houston- The Woodlands,"1001 Medical Plaza Drive, Ste 290 ",The Woodlands,US-TX,77380,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
456,CCRM,CCRM,CCRM Minneapolis,"6565 France Avenue South, Suite 400 ",Edina,US-MN,55435,"10% discount on self pay services provided by the clinic
",colocrm.com,10%,newreferrals@ccrmivf.com,
457,CCRM,CCRM,CCRM Houston- The Woodlands,"1001 Medical Plaza Drive, Ste 290 ",The Woodlands,US-TX,77380,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
458,US Fertility,"CENTER OF REPRODUCTIVE MEDICINE, LLP",Shady Grove Houston  (fka CORM) - Spring,2255 East Mossy Oaks Road Suite 620 ,Spring,US-TX,77389,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
459,US Fertility,"CENTER OF REPRODUCTIVE MEDICINE, LLP",Shady Grove Houston (fka CORM) - Memorial City ,"9230 Katy Freeway, Suite 540 ",Houston,US-TX,77055,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
460,US Fertility,"CENTER OF REPRODUCTIVE MEDICINE, LLP",Shady Grove Houston (fka CORM)  - Beaumont,2344 Dowlen Rd ,Beaumont,US-TX,77706,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
462,US Fertility,"CENTER OF REPRODUCTIVE MEDICINE, LLP",Shady Grove Houston  (fka CORM) - Clear Lake,1015 W. Medical Center Blvd Suite 2100 ,Clear Lake,US-TX,77598,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
463,Pinnacle Fertility,California Fertility Partners (CFP) ,California Fertility Partners (CFP) ,"11818 Wilshire Blvd, Suite 300 ",Los Angeles,US-CA,90025,"20% discount on self pay services provided by the clinic
",scrcivf.com,20%,contact@californiafertilitypartners.com,
464,Pinnacle Fertility,California Fertility Partners (CFP) ,California Fertility Partners (CFP) ,"11818 Wilshire Blvd, Suite 300 ",Los Angeles,US-CA,90025,"20% discount on self pay services provided by the clinic
",californiafertilitypartners.com,20%,contact@californiafertilitypartners.com,
465,Pinnacle Fertility,California Fertility Partners (CFP) ,California Fertility Partners (CFP) ,"11818 Wilshire Blvd, Suite 300 ",Los Angeles,US-CA,90025,"20% discount on self pay services provided by the clinic
",pinnaclefertility.com,20%,contact@californiafertilitypartners.com,
466,None - Independent Clinic,Carolinas Fertility Institute,Carolinas Fertility Institute - Wilmington,1717 Shipyard Blvd Ste 210 ,Wilmington,US-NC,28403,15% discount on self pay services provided by the clinic,cfi.clinic,15%,arichardson@cfi.clinic,
467,None - Independent Clinic,Carolinas Fertility Institute,Carolinas Fertility Institute - Charlotte,131 Providence Rd. Suite 200 ,Charlotte,US-NC,28207,15% discount on self pay services provided by the clinic,cfi.clinic,15%,arichardson@cfi.clinic,
468,None - Independent Clinic,Carolinas Fertility Institute,Carolinas Fertility Institute - Asheville,900A Centre Park Dr.  ,Asherville,US-NC,28805,15% discount on self pay services provided by the clinic,cfi.clinic,15%,arichardson@cfi.clinic,
469,None - Independent Clinic,Carolinas Fertility Institute,Carolinas Fertility Institute - Charlotte,"2614 E. 7th Street, Ste. C ",Charlotte,US-NC,28204,15% discount on self pay services provided by the clinic,cfi.clinic,15%,arichardson@cfi.clinic,
470,None - Independent Clinic,Carolinas Fertility Institute,Carolinas Fertility Institute - Greensboro,1002 N. Church St. Ste 200 ,Greensboro,US-NC,27401,15% discount on self pay services provided by the clinic,cfi.clinic,15%,arichardson@cfi.clinic,
471,None - Independent Clinic,Carolinas Fertility Institute,Carolinas Fertility Institute - Morresville,128 Park Rd. Ste 103 ,Morresville,US-NC,28117,15% discount on self pay services provided by the clinic,cfi.clinic,15%,arichardson@cfi.clinic,
472,None - Independent Clinic,Carolinas Fertility Institute,Carolinas Fertility Institute - Winston Salem,3821 Forrestgate Dr. ,Winston Salem,US-NC,27103,15% discount on self pay services provided by the clinic,cfi.clinic,15%,arichardson@cfi.clinic,
474,None - Independent Clinic,Carolinas Fertility Institute,Carolinas Fertility Institute - Arden,2159 Hendersonville Rd. Suite 30 ,Arden,US-NC,28704,15% discount on self pay services provided by the clinic,cfi.clinic,15%,arichardson@cfi.clinic,
475,None - Independent Clinic,Carolinas Fertility Institute,Carolinas Fertility Institute - Cary,160 MacGregor Pines Dr. Suite 206 ,Cary,US-NC,27511,15% discount on self pay services provided by the clinic,cfi.clinic,15%,arichardson@cfi.clinic,
486,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Winter Park,1500 S. Orlando Avenue ,Winter Park,US-FL,32789,"20% discount on self pay services provided by the clinic
",ivforlando.com,20%, dpacheco@inceptionllc.com,
487,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Winter Park,1500 S. Orlando Avenue ,Winter Park,US-FL,32789,"20% discount on self pay services provided by the clinic
",inceptionllc.com,20%, dpacheco@inceptionllc.com,
488,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Celebration ,"410 Celebration Place , Suite 205 ",Celebration,US-FL,34747,"20% discount on self pay services provided by the clinic
",rbaivf.com,20%, dpacheco@inceptionllc.com,
489,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Celebration ,"410 Celebration Place , Suite 205 ",Celebration,US-FL,34747,"20% discount on self pay services provided by the clinic
",rcsbayarea.com,20%, dpacheco@inceptionllc.com,
490,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Celebration ,"410 Celebration Place , Suite 205 ",Celebration,US-FL,34747,"20% discount on self pay services provided by the clinic
",ivforlando.com,20%, dpacheco@inceptionllc.com,
491,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Celebration ,"410 Celebration Place , Suite 205 ",Celebration,US-FL,34747,"20% discount on self pay services provided by the clinic
",usfertility.com,20%, dpacheco@inceptionllc.com,
492,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Celebration ,"410 Celebration Place , Suite 205 ",Celebration,US-FL,34747,"20% discount on self pay services provided by the clinic
",inceptionllc.com,20%, dpacheco@inceptionllc.com,
493,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Celebration ,"410 Celebration Place , Suite 205 ",Celebration,US-FL,34747,"20% discount on self pay services provided by the clinic
",sgfertility.com,20%, dpacheco@inceptionllc.com,
494,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Winter Park,1500 S. Orlando Avenue ,Winter Park,US-FL,32789,"20% discount on self pay services provided by the clinic
",rbaivf.com,20%, dpacheco@inceptionllc.com,
495,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Celebration ,"410 Celebration Place , Suite 205 ",Celebration,US-FL,34747,"20% discount on self pay services provided by the clinic
",ivfflorida.com,20%, dpacheco@inceptionllc.com,
496,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Celebration ,"410 Celebration Place , Suite 205 ",Celebration,US-FL,34747,"20% discount on self pay services provided by the clinic
",fcionline.com,20%, dpacheco@inceptionllc.com,
497,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Winter Park,1500 S. Orlando Avenue ,Winter Park,US-FL,32789,"20% discount on self pay services provided by the clinic
",sgfertility.com,20%, dpacheco@inceptionllc.com,
498,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Winter Park,1500 S. Orlando Avenue ,Winter Park,US-FL,32789,"20% discount on self pay services provided by the clinic
",ivfflorida.com,20%, dpacheco@inceptionllc.com,
499,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Winter Park,1500 S. Orlando Avenue ,Winter Park,US-FL,32789,"20% discount on self pay services provided by the clinic
",rcsbayarea.com,20%, dpacheco@inceptionllc.com,
500,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Winter Park,1500 S. Orlando Avenue ,Winter Park,US-FL,32789,"20% discount on self pay services provided by the clinic
",usfertility.com,20%, dpacheco@inceptionllc.com,
501,Prelude Network,Center for Reproductive Medicine ,Center for Reproductive Medicine - Winter Park,1500 S. Orlando Avenue ,Winter Park,US-FL,32789,"20% discount on self pay services provided by the clinic
",fcionline.com,20%, dpacheco@inceptionllc.com,
526,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Vernon Hills,"175 E. Hawthorn Parkway, Suite 102 ",Vernon Hills,US-IL,60061,NO discount on self pay services provided by the clinic,usfertility.com,0%,fcinpcallcenter@fcionline.com,
527,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Mokena,"19065 Hickory Creek Drive, Suite 115 ",Mokena,US-IL,60448,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,fcinpcallcenter@fcionline.com,
528,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Glenview,"2555 Patriot Blvd., Suite 100 ",Glenview,US-IL,60026,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,fcinpcallcenter@fcionline.com,
529,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Hinsdale,"907 N. Elm St., Suite 200 ",Hinsdale,US-IL,60521,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,fcinpcallcenter@fcionline.com,
530,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Hoffman Estates,"2260 W. Higgins Rd., Suite 200 ",Hoffman Estates,US-IL,60169,NO discount on self pay services provided by the clinic,fcionline.com,0%,fcinpcallcenter@fcionline.com,
531,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Glenview,"2555 Patriot Blvd., Suite 100 ",Glenview,US-IL,60026,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,fcinpcallcenter@fcionline.com,
532,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Glenview,"2555 Patriot Blvd., Suite 100 ",Glenview,US-IL,60026,NO discount on self pay services provided by the clinic,sgfertility.com,0%,fcinpcallcenter@fcionline.com,
533,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Warrenville,"28373 Davis Pkwy, Suite 502 ",Warrenville,US-IL,60555,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,fcinpcallcenter@fcionline.com,
534,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Hinsdale,"907 N. Elm St., Suite 200 ",Hinsdale,US-IL,60521,NO discount on self pay services provided by the clinic,usfertility.com,0%,fcinpcallcenter@fcionline.com,
535,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Hoffman Estates,"2260 W. Higgins Rd., Suite 200 ",Hoffman Estates,US-IL,60169,NO discount on self pay services provided by the clinic,sgfertility.com,0%,fcinpcallcenter@fcionline.com,
536,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Tinley Park,"18210 S. LaGrange Rd., Suite 111 ",Tinley Park,US-IL,60487,NO discount on self pay services provided by the clinic,fcionline.com,0%,fcinpcallcenter@fcionline.com,
537,US Fertility,Fertility Centers of Illinois ,Fertility Centers of Illinois - Tinley Park,"18210 S. LaGrange Rd., Suite 111 ",Tinley Park,US-IL,60487,NO discount on self pay services provided by the clinic,sgfertility.com,0%,fcinpcallcenter@fcionline.com,
